ISO3,Country,Residence / School Type,Service Type,Year,Coverage,School-age population,Service level
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Sanitation,2020,100,186123,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Sanitation,2020,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Drinking water,2020,100,186123,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Drinking water,2020,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2020,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2020,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2021,100,868410,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2021,100,355333,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2021,100,322741,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2021,100,868410,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2021,100,868410,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2021,100,355333,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2021,100,322741,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2021,100,868410,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2021,100,868410,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2021,100,355333,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2021,100,322741,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2021,100,868410,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Hygiene,2021,100,190336,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Hygiene,2021,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Sanitation,2021,100,190336,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Sanitation,2021,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Drinking water,2021,100,190336,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Drinking water,2021,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2021,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2021,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2021,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2021,0,0,No service
IDN,Indonesia,total,Hygiene,2018,55.40379,36084511.63711,Basic service
IDN,Indonesia,pre_primary,Hygiene,2018,57.48781,5448989.02057,Basic service
IDN,Indonesia,primary,Hygiene,2018,56.06584,15503867.53318,Basic service
IDN,Indonesia,secondary,Hygiene,2018,54.18721,15171641.07204,Basic service
IDN,Indonesia,total,Sanitation,2018,47.13609,30699754.69478,Basic service
IDN,Indonesia,pre_primary,Sanitation,2018,27.96776,2650927.49911,Basic service
IDN,Indonesia,primary,Sanitation,2018,43.19835,11945625.18066,Basic service
IDN,Indonesia,secondary,Sanitation,2018,55.21438,15459234.70584,Basic service
IDN,Indonesia,total,Drinking water,2018,72.73317,47371144.88961,Basic service
IDN,Indonesia,pre_primary,Drinking water,2018,70.46668,6679192.92359,Basic service
IDN,Indonesia,primary,Drinking water,2018,72.02755,19917752.73152,Basic service
IDN,Indonesia,secondary,Drinking water,2018,74.94953,20984790.80322,Basic service
IDN,Indonesia,total,Hygiene,2018,0,0,Insufficient data
IDN,Indonesia,pre_primary,Hygiene,2018,0,0,Insufficient data
IDN,Indonesia,primary,Hygiene,2018,0,0,Insufficient data
IDN,Indonesia,rural,Hygiene,2018,100,29096844,Insufficient data
IDN,Indonesia,secondary,Hygiene,2018,0,0,Insufficient data
IDN,Indonesia,urban,Hygiene,2018,100,36033196,Insufficient data
IDN,Indonesia,total,Sanitation,2018,0,0,Insufficient data
IDN,Indonesia,pre_primary,Sanitation,2018,0,0,Insufficient data
IDN,Indonesia,primary,Sanitation,2018,0,0,Insufficient data
IDN,Indonesia,rural,Sanitation,2018,100,29096844,Insufficient data
IDN,Indonesia,secondary,Sanitation,2018,0,0,Insufficient data
IDN,Indonesia,urban,Sanitation,2018,100,36033196,Insufficient data
IDN,Indonesia,total,Drinking water,2018,0,0,Insufficient data
IDN,Indonesia,pre_primary,Drinking water,2018,0,0,Insufficient data
IDN,Indonesia,primary,Drinking water,2018,0,0,Insufficient data
IDN,Indonesia,rural,Drinking water,2018,100,29096844,Insufficient data
IDN,Indonesia,secondary,Drinking water,2018,0,0,Insufficient data
IDN,Indonesia,urban,Drinking water,2018,100,36033196,Insufficient data
IDN,Indonesia,total,Hygiene,2018,13.33291,8683729.52498,Limited service
IDN,Indonesia,pre_primary,Hygiene,2018,4.64029,439830.12004,Limited service
IDN,Indonesia,primary,Hygiene,2018,14.06635,3889763.25191,Limited service
IDN,Indonesia,secondary,Hygiene,2018,13.23469,3705523.84982,Limited service
IDN,Indonesia,total,Sanitation,2018,39.74122,25883469.47348,Limited service
IDN,Indonesia,pre_primary,Sanitation,2018,52.63856,4989352.39779,Limited service
IDN,Indonesia,primary,Sanitation,2018,43.78652,12108271.84024,Limited service
IDN,Indonesia,secondary,Sanitation,2018,30.0994,8427398.80947,Limited service
IDN,Indonesia,total,Drinking water,2018,11.965,7792809.37718,Limited service
IDN,Indonesia,pre_primary,Drinking water,2018,2.07967,197121.86226,Limited service
IDN,Indonesia,primary,Drinking water,2018,12.25909,3390000.64384,Limited service
IDN,Indonesia,secondary,Drinking water,2018,11.16367,3125668.06806,Limited service
IDN,Indonesia,total,Hygiene,2018,31.2633,20361798.83791,No service
IDN,Indonesia,pre_primary,Hygiene,2018,37.8719,3589692.85911,No service
IDN,Indonesia,primary,Hygiene,2018,29.8678,8259333.21768,No service
IDN,Indonesia,secondary,Hygiene,2018,32.5781,9121399.07814,No service
IDN,Indonesia,total,Sanitation,2018,13.12269,8546815.83174,No service
IDN,Indonesia,pre_primary,Sanitation,2018,19.39368,1838232.10311,No service
IDN,Indonesia,primary,Sanitation,2018,13.01512,3599066.97909,No service
IDN,Indonesia,secondary,Sanitation,2018,14.68622,4111930.48469,No service
IDN,Indonesia,total,Drinking water,2018,15.30183,9966085.73321,No service
IDN,Indonesia,pre_primary,Drinking water,2018,27.45365,2602197.21491,No service
IDN,Indonesia,primary,Drinking water,2018,15.71336,4345210.62464,No service
IDN,Indonesia,rural,Drinking water,2018,0,0,No service
IDN,Indonesia,secondary,Drinking water,2018,13.8868,3888105.12872,No service
IDN,Indonesia,urban,Drinking water,2018,0,0,No service
IDN,Indonesia,total,Hygiene,2019,58.85557,38495487.31321,Basic service
IDN,Indonesia,pre_primary,Hygiene,2019,57.48781,5552226.7805,Basic service
IDN,Indonesia,primary,Hygiene,2019,59.42363,16483987.93257,Basic service
IDN,Indonesia,secondary,Hygiene,2019,57.3233,16055578.90394,Basic service
IDN,Indonesia,total,Sanitation,2019,47.13609,30830161.40317,Basic service
IDN,Indonesia,pre_primary,Sanitation,2019,27.96776,2701152.56208,Basic service
IDN,Indonesia,primary,Sanitation,2019,43.19835,11983131.71923,Basic service
IDN,Indonesia,secondary,Sanitation,2019,55.21438,15464897.49309,Basic service
IDN,Indonesia,total,Drinking water,2019,72.73317,47572368.48697,Basic service
IDN,Indonesia,pre_primary,Drinking water,2019,70.46668,6805738.40073,Basic service
IDN,Indonesia,primary,Drinking water,2019,72.02755,19980289.93235,Basic service
IDN,Indonesia,secondary,Drinking water,2019,74.94953,20992477.62653,Basic service
IDN,Indonesia,total,Hygiene,2019,0,0,Insufficient data
IDN,Indonesia,pre_primary,Hygiene,2019,0,0,Insufficient data
IDN,Indonesia,primary,Hygiene,2019,0,0,Insufficient data
IDN,Indonesia,rural,Hygiene,2019,100,28788760,Insufficient data
IDN,Indonesia,secondary,Hygiene,2019,0,0,Insufficient data
IDN,Indonesia,urban,Hygiene,2019,100,36617940,Insufficient data
IDN,Indonesia,total,Sanitation,2019,0,0,Insufficient data
IDN,Indonesia,pre_primary,Sanitation,2019,0,0,Insufficient data
IDN,Indonesia,primary,Sanitation,2019,0,0,Insufficient data
IDN,Indonesia,rural,Sanitation,2019,100,28788760,Insufficient data
IDN,Indonesia,secondary,Sanitation,2019,0,0,Insufficient data
IDN,Indonesia,urban,Sanitation,2019,100,36617940,Insufficient data
IDN,Indonesia,total,Drinking water,2019,0,0,Insufficient data
IDN,Indonesia,pre_primary,Drinking water,2019,0,0,Insufficient data
IDN,Indonesia,primary,Drinking water,2019,0,0,Insufficient data
IDN,Indonesia,rural,Drinking water,2019,100,28788760,Insufficient data
IDN,Indonesia,secondary,Drinking water,2019,0,0,Insufficient data
IDN,Indonesia,urban,Drinking water,2019,100,36617940,Insufficient data
IDN,Indonesia,total,Hygiene,2019,9.88113,6462920.80978,Limited service
IDN,Indonesia,pre_primary,Hygiene,2019,4.64029,448163.23948,Limited service
IDN,Indonesia,primary,Hygiene,2019,10.70857,2970534.4272,Limited service
IDN,Indonesia,secondary,Hygiene,2019,10.09861,2828500.80558,Limited service
IDN,Indonesia,total,Sanitation,2019,39.74122,25993417.51995,Limited service
IDN,Indonesia,pre_primary,Sanitation,2019,52.63856,5083881.77986,Limited service
IDN,Indonesia,primary,Sanitation,2019,43.78652,12146289.05222,Limited service
IDN,Indonesia,secondary,Sanitation,2019,28.85169,8081019.05061,Limited service
IDN,Indonesia,total,Drinking water,2019,10.65611,6969809.8405,Limited service
IDN,Indonesia,pre_primary,Drinking water,2019,2.07967,200856.57698,Limited service
IDN,Indonesia,primary,Drinking water,2019,10.90951,3026273.75025,Limited service
IDN,Indonesia,secondary,Drinking water,2019,11.16367,3126813.01434,Limited service
IDN,Indonesia,total,Hygiene,2019,31.2633,20448291.87962,No service
IDN,Indonesia,pre_primary,Hygiene,2019,37.8719,3657703.97974,No service
IDN,Indonesia,primary,Hygiene,2019,29.8678,8285265.64023,No service
IDN,Indonesia,secondary,Hygiene,2019,32.5781,9124740.28767,No service
IDN,Indonesia,total,Sanitation,2019,13.12269,8583121.07688,No service
